gene	resp	score	count	site	signature
TUB3	25	3.047632	50	UBC	RSC complex & mRNA processing:25
RPB3	25	2.687341	50	UBC	RSC complex & mRNA processing:25
SUP35	25	2.634634	50	UBC	RSC complex & mRNA processing:25
TIM12	25	2.549311	50	UBC	RSC complex & mRNA processing:25
FCP1	25	2.491365	50	UBC	RSC complex & mRNA processing:25
RHO1	25	2.400224	50	UBC	RSC complex & mRNA processing:25
VPS71	25	2.394823	50	UBC	RSC complex & mRNA processing:25
RPB11	25	2.203557	50	UBC	RSC complex & mRNA processing:25
PKC1	25	2.200266	50	UBC	RSC complex & mRNA processing:25
SWR1	25	2.193839	50	UBC	RSC complex & mRNA processing:25
MED4	25	2.180145	50	UBC	RSC complex & mRNA processing:25
MCM7	25	2.172375	50	UBC	RSC complex & mRNA processing:25
DAD1	25	2.1120917457868	50	UBC	RSC complex & mRNA processing:25
MED6	25	2.095261	50	UBC	RSC complex & mRNA processing:25
PRP24	25	2.008024	50	UBC	RSC complex & mRNA processing:25
NUP192	25	2.00615	50	UBC	RSC complex & mRNA processing:25
IRC4	25	2.001352	50	UBC	RSC complex & mRNA processing:25
ARP6	25	1.964649	50	UBC	RSC complex & mRNA processing:25
COG7	25	1.960971	50	UBC	RSC complex & mRNA processing:25
RPO26	25	1.938819	50	UBC	RSC complex & mRNA processing:25
SWC5	25	1.921652	50	UBC	RSC complex & mRNA processing:25
IRA1	25	1.888473	50	UBC	RSC complex & mRNA processing:25
TFA1	25	1.876122	50	UBC	RSC complex & mRNA processing:25
SWC3	25	1.779066	50	UBC	RSC complex & mRNA processing:25
COG8	25	1.74897	50	UBC	RSC complex & mRNA processing:25
FHL1	25	1.745912	50	UBC	RSC complex & mRNA processing:25
VPS72	25	1.745705	50	UBC	RSC complex & mRNA processing:25
SSD1	25	1.723533	50	UBC	RSC complex & mRNA processing:25
RPO31	25	1.682491	50	UBC	RSC complex & mRNA processing:25
IQG1	25	1.67966	50	UBC	RSC complex & mRNA processing:25
NDC1	25	1.666814	50	UBC	RSC complex & mRNA processing:25
GLE1	25	1.647486	50	UBC	RSC complex & mRNA processing:25
NEO1	26	39.725175	108	UBC	NEO1; flippase; clozapine:26
RCY1	26	8.93231	108	UBC	NEO1; flippase; clozapine:26
VPS35	26	8.62894	108	UBC	NEO1; flippase; clozapine:26
CKB2	26	6.808488	108	UBC	NEO1; flippase; clozapine:26
VPS29	26	6.610802	108	UBC	NEO1; flippase; clozapine:26
PEP8	26	6.58042	108	UBC	NEO1; flippase; clozapine:26
GYP1	26	6.2931015	108	UBC	NEO1; flippase; clozapine:26
CKB1	26	6.2627425	108	UBC	NEO1; flippase; clozapine:26
RAM1	26	6.055171	108	UBC	NEO1; flippase; clozapine:26
PIK1	26	5.3644785	108	UBC	NEO1; flippase; clozapine:26
SNF7	26	5.2344885	108	UBC	NEO1; flippase; clozapine:26
VPS74	26	5.0338005	108	UBC	NEO1; flippase; clozapine:26
ERV14	26	4.881097	108	UBC	NEO1; flippase; clozapine:26
ERG2	26	4.828424	108	UBC	NEO1; flippase; clozapine:26
LSM1	26	4.3998305	108	UBC	NEO1; flippase; clozapine:26
NHX1	26	4.375661	108	UBC	NEO1; flippase; clozapine:26
CDC50	26	3.9530194395	108	UBC	NEO1; flippase; clozapine:26
SAC1	26	3.9509015	108	UBC	NEO1; flippase; clozapine:26
SPO7	26	3.864478	108	UBC	NEO1; flippase; clozapine:26
VPS45	26	3.8329015	108	UBC	NEO1; flippase; clozapine:26
VPS25	26	3.8081695	108	UBC	NEO1; flippase; clozapine:26
VPS36	26	3.696204	108	UBC	NEO1; flippase; clozapine:26
RPS10A	26	3.595702	108	UBC	NEO1; flippase; clozapine:26
TDH1	26	3.417278	108	UBC	NEO1; flippase; clozapine:26
NEM1	26	3.3628475	108	UBC	NEO1; flippase; clozapine:26
MNL2	26	3.252051	108	UBC	NEO1; flippase; clozapine:26
SNX3	26	3.2198725	108	UBC	NEO1; flippase; clozapine:26
RRT2	26	3.210689	108	UBC	NEO1; flippase; clozapine:26
VPS28	26	3.197392	108	UBC	NEO1; flippase; clozapine:26
YPT31	26	3.1877775	108	UBC	NEO1; flippase; clozapine:26
PAT1	26	3.0966725	108	UBC	NEO1; flippase; clozapine:26
LAA1	26	2.910544	108	UBC	NEO1; flippase; clozapine:26
BTS1	26	2.8863395	108	UBC	NEO1; flippase; clozapine:26
NBP2	26	2.7986305	108	UBC	NEO1; flippase; clozapine:26
YPK1	26	2.7886115	108	UBC	NEO1; flippase; clozapine:26
ERG11	26	2.7450605	108	UBC	NEO1; flippase; clozapine:26
SAC6	26	2.634069	108	UBC	NEO1; flippase; clozapine:26
VPS20	26	2.6326795	108	UBC	NEO1; flippase; clozapine:26
LSM6	26	2.6197465	108	UBC	NEO1; flippase; clozapine:26
GGA2	26	2.618232	108	UBC	NEO1; flippase; clozapine:26
SHE4	26	2.5697205	108	UBC	NEO1; flippase; clozapine:26
SNF8	26	2.5340055	108	UBC	NEO1; flippase; clozapine:26
STP22	26	2.484472	108	UBC	NEO1; flippase; clozapine:26
BUD27	26	2.4288535	108	UBC	NEO1; flippase; clozapine:26
IRS4	26	2.424223	108	UBC	NEO1; flippase; clozapine:26
RIM8	26	2.3793875	108	UBC	NEO1; flippase; clozapine:26
CSG2	26	2.346431047	108	UBC	NEO1; flippase; clozapine:26
SAC3	26	2.3267955	108	UBC	NEO1; flippase; clozapine:26
BFR1	26	2.3233265	108	UBC	NEO1; flippase; clozapine:26
THP1	26	2.2573875	108	UBC	NEO1; flippase; clozapine:26
PEP7	26	2.2258875	108	UBC	NEO1; flippase; clozapine:26
RPA12	26	2.225572	108	UBC	NEO1; flippase; clozapine:26
REG1	26	2.220718	108	UBC	NEO1; flippase; clozapine:26
ADO1	26	2.2082755	108	UBC	NEO1; flippase; clozapine:26
TLG2	26	2.2036525	108	UBC	NEO1; flippase; clozapine:26
YGR122W	26	2.189864	108	UBC	NEO1; flippase; clozapine:26
RTF1	26	2.165497	108	UBC	NEO1; flippase; clozapine:26
TPM1	26	2.1272305	108	UBC	NEO1; flippase; clozapine:26
VPS1	26	2.1021135	108	UBC	NEO1; flippase; clozapine:26
VPS30	26	2.086717	108	UBC	NEO1; flippase; clozapine:26
TVP23	26	2.082747	108	UBC	NEO1; flippase; clozapine:26
PIM1	26	2.0823505	108	UBC	NEO1; flippase; clozapine:26
PEP3	26	2.0816925	108	UBC	NEO1; flippase; clozapine:26
PEP12	26	2.0687395	108	UBC	NEO1; flippase; clozapine:26
APM2	26	2.0616905	108	UBC	NEO1; flippase; clozapine:26
RPT1	26	2.057346	108	UBC	NEO1; flippase; clozapine:26
YKE2	26	2.0566375	108	UBC	NEO1; flippase; clozapine:26
DRS2	26	1.981454217	108	UBC	NEO1; flippase; clozapine:26
ARP6	26	1.943819	108	UBC	NEO1; flippase; clozapine:26
BCK1	26	1.9292195	108	UBC	NEO1; flippase; clozapine:26
LOA1	26	1.900991	108	UBC	NEO1; flippase; clozapine:26
VPS3	26	1.899256	108	UBC	NEO1; flippase; clozapine:26
SLX5	26	1.886697	108	UBC	NEO1; flippase; clozapine:26
YIP5	26	1.8857195	108	UBC	NEO1; flippase; clozapine:26
IPT1	26	1.8627415	108	UBC	NEO1; flippase; clozapine:26
PHO80	26	1.848622	108	UBC	NEO1; flippase; clozapine:26
TOM7	26	1.846932	108	UBC	NEO1; flippase; clozapine:26
PRS3	26	1.8359945	108	UBC	NEO1; flippase; clozapine:26
VPS21	26	1.8313475	108	UBC	NEO1; flippase; clozapine:26
RIM9	26	1.823278	108	UBC	NEO1; flippase; clozapine:26
SLM3	26	1.81072	108	UBC	NEO1; flippase; clozapine:26
TUB1	26	1.8092025	108	UBC	NEO1; flippase; clozapine:26
ZAP1	26	1.7959145	108	UBC	NEO1; flippase; clozapine:26
SWH1	26	1.7943915	108	UBC	NEO1; flippase; clozapine:26
LSM7	26	1.775937	108	UBC	NEO1; flippase; clozapine:26
TRS65	26	1.7530695	108	UBC	NEO1; flippase; clozapine:26
END3	26	1.7332915	108	UBC	NEO1; flippase; clozapine:26
IWR1	26	1.733028	108	UBC	NEO1; flippase; clozapine:26
SLT2	26	1.727114	108	UBC	NEO1; flippase; clozapine:26
TCA17	26	1.724688	108	UBC	NEO1; flippase; clozapine:26
YIP4	26	1.7150895	108	UBC	NEO1; flippase; clozapine:26
ARC18	26	1.7027115	108	UBC	NEO1; flippase; clozapine:26
RIM101	26	1.701689	108	UBC	NEO1; flippase; clozapine:26
PTC1	26	1.6995385	108	UBC	NEO1; flippase; clozapine:26
OPI3	26	1.680776	108	UBC	NEO1; flippase; clozapine:26
SAM37	26	1.680157	108	UBC	NEO1; flippase; clozapine:26
PAC2	27	14.278865	13	NIBR|UBC	tubulin complex; nocodazole:27
TUB3	27	9.437189	13	NIBR|UBC	tubulin complex; nocodazole:27
CIN2	27	7.78355852748918	13	NIBR|UBC	tubulin complex; nocodazole:27
CIN1	27	5.551894	13	NIBR|UBC	tubulin complex; nocodazole:27
ARP6	27	4.6517845	13	NIBR|UBC	tubulin complex; nocodazole:27
SWC3	27	4.3566915	13	NIBR|UBC	tubulin complex; nocodazole:27
SWR1	27	4.0571125	13	NIBR|UBC	tubulin complex; nocodazole:27
VPS71	27	3.8984015	13	NIBR|UBC	tubulin complex; nocodazole:27
ALF1	27	2.9688455	13	NIBR|UBC	tubulin complex; nocodazole:27
SWC5	27	2.6258075	13	NIBR|UBC	tubulin complex; nocodazole:27
VPS72	27	2.517033	13	NIBR|UBC	tubulin complex; nocodazole:27
HTZ1	27	2.268349	13	NIBR|UBC	tubulin complex; nocodazole:27
FTR1	29	10.945515	51	NIBR|UBC	iron chelators; deferasirox:29
FET3	29	10.217645	51	NIBR|UBC	iron chelators; deferasirox:29
CCC2	29	8.88476060278352	51	NIBR|UBC	iron chelators; deferasirox:29
GEF1	29	7.088029	51	NIBR|UBC	iron chelators; deferasirox:29
ATX1	29	5.52380030610987	51	NIBR|UBC	iron chelators; deferasirox:29
KHA1	29	4.259146	51	NIBR|UBC	iron chelators; deferasirox:29
RXT2	29	3.8493045	51	NIBR|UBC	iron chelators; deferasirox:29
PDA1	29	3.28715	51	NIBR|UBC	iron chelators; deferasirox:29
AFT1	29	3.02248269284495	51	NIBR|UBC	iron chelators; deferasirox:29
RAV1	29	3.0123605	51	NIBR|UBC	iron chelators; deferasirox:29
RAV2	29	2.8973525	51	NIBR|UBC	iron chelators; deferasirox:29
VMA1	29	2.8515135	51	NIBR|UBC	iron chelators; deferasirox:29
HAP3	29	2.7954915	51	NIBR|UBC	iron chelators; deferasirox:29
GAL11	29	2.7628892	51	NIBR|UBC	iron chelators; deferasirox:29
PKR1	29	2.7144005	51	NIBR|UBC	iron chelators; deferasirox:29
END3	29	2.7017936	51	NIBR|UBC	iron chelators; deferasirox:29
VPH2	29	2.551645	51	NIBR|UBC	iron chelators; deferasirox:29
MAC1	29	2.422538	51	NIBR|UBC	iron chelators; deferasirox:29
CTR1	29	2.39636207649797	51	NIBR|UBC	iron chelators; deferasirox:29
GOS1	29	2.3767355	51	NIBR|UBC	iron chelators; deferasirox:29
VMA3	29	2.2892695	51	NIBR|UBC	iron chelators; deferasirox:29
MRE11	29	2.276714	51	NIBR|UBC	iron chelators; deferasirox:29
PRO2	29	2.2571905	51	NIBR|UBC	iron chelators; deferasirox:29
VMA8	29	2.2054785	51	NIBR|UBC	iron chelators; deferasirox:29
MGA2	29	2.2009415	51	NIBR|UBC	iron chelators; deferasirox:29
RRG7	29	2.14726215	51	NIBR|UBC	iron chelators; deferasirox:29
TSA1	29	2.122961	51	NIBR|UBC	iron chelators; deferasirox:29
VMA13	29	2.098029	51	NIBR|UBC	iron chelators; deferasirox:29
STV1	29	2.0942815	51	NIBR|UBC	iron chelators; deferasirox:29
VMA7	29	2.06954	51	NIBR|UBC	iron chelators; deferasirox:29
MRPL38	29	2.0526331	51	NIBR|UBC	iron chelators; deferasirox:29
CCC1	29	2.05226731224497	51	NIBR|UBC	iron chelators; deferasirox:29
VMA9	29	1.969043	51	NIBR|UBC	iron chelators; deferasirox:29
VMA16	29	1.944634	51	NIBR|UBC	iron chelators; deferasirox:29
FRE1	29	1.8908685	51	NIBR|UBC	iron chelators; deferasirox:29
RPL31B	29	1.8903491	51	NIBR|UBC	iron chelators; deferasirox:29
MDM36	29	1.8853385	51	NIBR|UBC	iron chelators; deferasirox:29
HFM1	29	1.7654575	51	NIBR|UBC	iron chelators; deferasirox:29
VPH1	29	1.758693	51	NIBR|UBC	iron chelators; deferasirox:29
RET2	29	1.6766545	51	NIBR|UBC	iron chelators; deferasirox:29
VPS41	29	1.657331	51	NIBR|UBC	iron chelators; deferasirox:29
TKL1	30	6.589406	9	NIBR|UBC	pentose phosphate shunt; menadione:30
STB5	30	3.76221	9	NIBR|UBC	pentose phosphate shunt; menadione:30
GND1	30	3.532555	9	NIBR|UBC	pentose phosphate shunt; menadione:30
RPE1	30	3.171826	9	NIBR|UBC	pentose phosphate shunt; menadione:30
SOD1	30	1.885384	9	NIBR|UBC	pentose phosphate shunt; menadione:30
UTR1	30	1.780777	9	NIBR|UBC	pentose phosphate shunt; menadione:30
COA3	31	16.86153	230	NIBR|UBC	mitochondrial respiration:31
SOM1	31	16.13445	230	NIBR|UBC	mitochondrial respiration:31
COA2	31	12.101645	230	NIBR|UBC	mitochondrial respiration:31
IBA57	31	9.091202	230	NIBR|UBC	mitochondrial respiration:31
ILV1	31	9.088653	230	NIBR|UBC	mitochondrial respiration:31
HOM2	31	8.800733	230	NIBR|UBC	mitochondrial respiration:31
HOM3	31	8.351711	230	NIBR|UBC	mitochondrial respiration:31
RRG7	31	8.3031745	230	NIBR|UBC	mitochondrial respiration:31
COX13	31	6.8524715	230	NIBR|UBC	mitochondrial respiration:31
HAP3	31	6.830998	230	NIBR|UBC	mitochondrial respiration:31
CEM1	31	6.6226385	230	NIBR|UBC	mitochondrial respiration:31
HOM6	31	6.218579	230	NIBR|UBC	mitochondrial respiration:31
PRO2	31	6.0626	230	NIBR|UBC	mitochondrial respiration:31
SOD1	31	5.9379015	230	NIBR|UBC	mitochondrial respiration:31
TIM11	31	5.277231	230	NIBR|UBC	mitochondrial respiration:31
OAR1	31	5.1980815	230	NIBR|UBC	mitochondrial respiration:31
MIC10	31	4.575823	230	NIBR|UBC	mitochondrial respiration:31
GAL11	31	4.3555345	230	NIBR|UBC	mitochondrial respiration:31
WHI2	31	4.352994	230	NIBR|UBC	mitochondrial respiration:31
RPL25	31	4.336022	230	NIBR|UBC	mitochondrial respiration:31
SIP3	31	4.2385495	230	NIBR|UBC	mitochondrial respiration:31
CIN4	31	4.2043058520767	230	NIBR|UBC	mitochondrial respiration:31
MSS51	31	4.176693	230	NIBR|UBC	mitochondrial respiration:31
PET494	31	4.0454415	230	NIBR|UBC	mitochondrial respiration:31
TRP3	31	4.022207	230	NIBR|UBC	mitochondrial respiration:31
COX11	31	3.98976168361609	230	NIBR|UBC	mitochondrial respiration:31
COR1	31	3.94042440368644	230	NIBR|UBC	mitochondrial respiration:31
RSM19	31	3.9347995	230	NIBR|UBC	mitochondrial respiration:31
MGM101	31	3.896691	230	NIBR|UBC	mitochondrial respiration:31
BCS1	31	3.86842401061831	230	NIBR|UBC	mitochondrial respiration:31
SCO1	31	3.722785	230	NIBR|UBC	mitochondrial respiration:31
YAK1	31	3.6804325	230	NIBR|UBC	mitochondrial respiration:31
TIM8	31	3.642668	230	NIBR|UBC	mitochondrial respiration:31
COX7	31	3.63183817211198	230	NIBR|UBC	mitochondrial respiration:31
CBS1	31	3.59384467236968	230	NIBR|UBC	mitochondrial respiration:31
CBP1	31	3.57652624964123	230	NIBR|UBC	mitochondrial respiration:31
IMP1	31	3.551603	230	NIBR|UBC	mitochondrial respiration:31
MSS2	31	3.5156695	230	NIBR|UBC	mitochondrial respiration:31
IME4	31	3.4852245	230	NIBR|UBC	mitochondrial respiration:31
COQ9	31	3.40169269612523	230	NIBR|UBC	mitochondrial respiration:31
LAM1	31	3.362029	230	NIBR|UBC	mitochondrial respiration:31
MRPL15	31	3.3590885	230	NIBR|UBC	mitochondrial respiration:31
PET117	31	3.318125	230	NIBR|UBC	mitochondrial respiration:31
FYV10	31	3.2894595	230	NIBR|UBC	mitochondrial respiration:31
PET112	31	3.246355	230	NIBR|UBC	mitochondrial respiration:31
RIM15	31	3.218047	230	NIBR|UBC	mitochondrial respiration:31
MRF1	31	3.217864	230	NIBR|UBC	mitochondrial respiration:31
OXA1	31	3.160171	230	NIBR|UBC	mitochondrial respiration:31
YER053C-A	31	3.14658	230	NIBR|UBC	mitochondrial respiration:31
COX10	31	3.07583955603747	230	NIBR|UBC	mitochondrial respiration:31
RIP1	31	3.0691755	230	NIBR|UBC	mitochondrial respiration:31
ZWF1	31	3.062873	230	NIBR|UBC	mitochondrial respiration:31
PET191	31	3.0467705	230	NIBR|UBC	mitochondrial respiration:31
COQ2	31	3.03094326718628	230	NIBR|UBC	mitochondrial respiration:31
COX14	31	2.98119332347048	230	NIBR|UBC	mitochondrial respiration:31
IRA2	31	2.979699	230	NIBR|UBC	mitochondrial respiration:31
RSM23	31	2.9649735	230	NIBR|UBC	mitochondrial respiration:31
ISM1	31	2.9347525	230	NIBR|UBC	mitochondrial respiration:31
CBS2	31	2.9310569361895	230	NIBR|UBC	mitochondrial respiration:31
PET309	31	2.886113	230	NIBR|UBC	mitochondrial respiration:31
COX15	31	2.87426539660863	230	NIBR|UBC	mitochondrial respiration:31
SER1	31	2.8683405	230	NIBR|UBC	mitochondrial respiration:31
HUG1	31	2.8075615	230	NIBR|UBC	mitochondrial respiration:31
MSM1	31	2.8073385	230	NIBR|UBC	mitochondrial respiration:31
COQ4	31	2.7820125747597	230	NIBR|UBC	mitochondrial respiration:31
YBL029C-A	31	2.7810205	230	NIBR|UBC	mitochondrial respiration:31
FMC1	31	2.7701995	230	NIBR|UBC	mitochondrial respiration:31
MSY1	31	2.7609355	230	NIBR|UBC	mitochondrial respiration:31
MRPS12	31	2.755937	230	NIBR|UBC	mitochondrial respiration:31
RSM22	31	2.7491285	230	NIBR|UBC	mitochondrial respiration:31
PET122	31	2.6666345	230	NIBR|UBC	mitochondrial respiration:31
MRPS16	31	2.6509945	230	NIBR|UBC	mitochondrial respiration:31
MRS1	31	2.644156	230	NIBR|UBC	mitochondrial respiration:31
COX9	31	2.64336439581719	230	NIBR|UBC	mitochondrial respiration:31
COX12	31	2.61624573130622	230	NIBR|UBC	mitochondrial respiration:31
QCR7	31	2.5778595	230	NIBR|UBC	mitochondrial respiration:31
IRC3	31	2.5603735	230	NIBR|UBC	mitochondrial respiration:31
CBP2	31	2.53111858582132	230	NIBR|UBC	mitochondrial respiration:31
COX20	31	2.52861374010207	230	NIBR|UBC	mitochondrial respiration:31
TRM1	31	2.504091	230	NIBR|UBC	mitochondrial respiration:31
EUG1	31	2.4928065	230	NIBR|UBC	mitochondrial respiration:31
YBR085C-A	31	2.4816308	230	NIBR|UBC	mitochondrial respiration:31
CBP3	31	2.47592658470521	230	NIBR|UBC	mitochondrial respiration:31
RMD9	31	2.4467825	230	NIBR|UBC	mitochondrial respiration:31
SUV3	31	2.383447	230	NIBR|UBC	mitochondrial respiration:31
COX16	31	2.37117522500399	230	NIBR|UBC	mitochondrial respiration:31
IMP2	31	2.3542895	230	NIBR|UBC	mitochondrial respiration:31
PHM6	31	2.3445825	230	NIBR|UBC	mitochondrial respiration:31
MIP1	31	2.3443115	230	NIBR|UBC	mitochondrial respiration:31
LSO1	31	2.3356815	230	NIBR|UBC	mitochondrial respiration:31
MTG2	31	2.33158	230	NIBR|UBC	mitochondrial respiration:31
LSM7	31	2.328569	230	NIBR|UBC	mitochondrial respiration:31
MRPS28	31	2.308989	230	NIBR|UBC	mitochondrial respiration:31
MRPL40	31	2.2891245	230	NIBR|UBC	mitochondrial respiration:31
GPI18	31	2.2609855	230	NIBR|UBC	mitochondrial respiration:31
HBN1	31	2.2459755	230	NIBR|UBC	mitochondrial respiration:31
SLM5	31	2.2167755	230	NIBR|UBC	mitochondrial respiration:31
SBH1	31	2.2084085	230	NIBR|UBC	mitochondrial respiration:31
MRPL35	31	2.1966615	230	NIBR|UBC	mitochondrial respiration:31
ENV11	31	2.1759925	230	NIBR|UBC	mitochondrial respiration:31
COQ6	31	2.14393554891284	230	NIBR|UBC	mitochondrial respiration:31
STR3	31	2.1319675	230	NIBR|UBC	mitochondrial respiration:31
MRPS8	31	2.1257095	230	NIBR|UBC	mitochondrial respiration:31
PRS2	31	2.1049165	230	NIBR|UBC	mitochondrial respiration:31
IMG2	31	2.095417	230	NIBR|UBC	mitochondrial respiration:31
YOL159C-A	31	2.0720895	230	NIBR|UBC	mitochondrial respiration:31
MHF1	31	2.0670295	230	NIBR|UBC	mitochondrial respiration:31
COX17	31	2.06382247256624	230	NIBR|UBC	mitochondrial respiration:31
SSQ1	31	2.0498925	230	NIBR|UBC	mitochondrial respiration:31
MRPL22	31	2.0416035	230	NIBR|UBC	mitochondrial respiration:31
LRO1	31	2.0354555	230	NIBR|UBC	mitochondrial respiration:31
ELO2	31	2.0286275	230	NIBR|UBC	mitochondrial respiration:31
MRPL17	31	2.0252655	230	NIBR|UBC	mitochondrial respiration:31
PET54	31	2.0149995	230	NIBR|UBC	mitochondrial respiration:31
COX19	31	1.96361634242424	230	NIBR|UBC	mitochondrial respiration:31
BOL1	31	1.9571515	230	NIBR|UBC	mitochondrial respiration:31
CCM1	31	1.95202472929005	230	NIBR|UBC	mitochondrial respiration:31
GPB2	31	1.9516115	230	NIBR|UBC	mitochondrial respiration:31
HMI1	31	1.941587	230	NIBR|UBC	mitochondrial respiration:31
NIP100	31	1.9365295	230	NIBR|UBC	mitochondrial respiration:31
COQ5	31	1.91844099902295	230	NIBR|UBC	mitochondrial respiration:31
GET2	31	1.8981755	230	NIBR|UBC	mitochondrial respiration:31
PET100	31	1.894688	230	NIBR|UBC	mitochondrial respiration:31
NPR1	31	1.888985	230	NIBR|UBC	mitochondrial respiration:31
MTF1	31	1.865849	230	NIBR|UBC	mitochondrial respiration:31
MRPL33	31	1.857817	230	NIBR|UBC	mitochondrial respiration:31
RRP7	31	1.84819735	230	NIBR|UBC	mitochondrial respiration:31
VPS74	31	1.8279935	230	NIBR|UBC	mitochondrial respiration:31
RUD3	31	1.8278845	230	NIBR|UBC	mitochondrial respiration:31
ATG17	31	1.81199003549867	230	NIBR|UBC	mitochondrial respiration:31
ATP15	31	1.784966	230	NIBR|UBC	mitochondrial respiration:31
MAK10	31	1.780977	230	NIBR|UBC	mitochondrial respiration:31
MCK1	31	1.7592605	230	NIBR|UBC	mitochondrial respiration:31
ATP14	31	1.757401	230	NIBR|UBC	mitochondrial respiration:31
SWI6	31	1.7514365	230	NIBR|UBC	mitochondrial respiration:31
BST1	31	1.74766916092572	230	NIBR|UBC	mitochondrial respiration:31
PET111	31	1.746014	230	NIBR|UBC	mitochondrial respiration:31
HSP31	31	1.721968	230	NIBR|UBC	mitochondrial respiration:31
MRPL51	31	1.714361	230	NIBR|UBC	mitochondrial respiration:31
YGR054W	31	1.711269	230	NIBR|UBC	mitochondrial respiration:31
COX18	31	1.70271052460628	230	NIBR|UBC	mitochondrial respiration:31
YCL012C	31	1.700817	230	NIBR|UBC	mitochondrial respiration:31
PCL10	31	1.6979665	230	NIBR|UBC	mitochondrial respiration:31
LHP1	31	1.695017	230	NIBR|UBC	mitochondrial respiration:31
RRT12	31	1.693364	230	NIBR|UBC	mitochondrial respiration:31
MRPL9	31	1.690391	230	NIBR|UBC	mitochondrial respiration:31
PET130	31	1.663943	230	NIBR|UBC	mitochondrial respiration:31
PPT2	31	1.658301	230	NIBR|UBC	mitochondrial respiration:31
SEC31	32	6.686832	8	NIBR|UBC	SEC31|SEC13:32
SEC13	32	6.135065	8	NIBR|UBC	SEC31|SEC13:32
IRS4	32	2.5539485	8	NIBR|UBC	SEC31|SEC13:32
RPP1	32	1.8872335	8	NIBR|UBC	SEC31|SEC13:32
TRS85	32	1.8730535	8	NIBR|UBC	SEC31|SEC13:32
STP1	32	1.8411265	8	NIBR|UBC	SEC31|SEC13:32
TLG2	32	1.7205955	8	NIBR|UBC	SEC31|SEC13:32
TRP3	32	1.674824	8	NIBR|UBC	SEC31|SEC13:32
SKT5	33	6.71986	131	NIBR	cell wall inhibitors; caspofungin:33
CHS6	33	6.41911195426146	131	NIBR	cell wall inhibitors; caspofungin:33
CHS3	33	5.2666569207605	131	NIBR	cell wall inhibitors; caspofungin:33
CHS7	33	5.11434717995872	131	NIBR	cell wall inhibitors; caspofungin:33
PFA4	33	5.071862	131	NIBR	cell wall inhibitors; caspofungin:33
EPO1	33	4.759971	131	NIBR	cell wall inhibitors; caspofungin:33
PAL1	33	4.389456	131	NIBR	cell wall inhibitors; caspofungin:33
YLL032C	33	4.05418	131	NIBR	cell wall inhibitors; caspofungin:33
IDP1	33	4.006838	131	NIBR	cell wall inhibitors; caspofungin:33
BNI4	33	3.83740795913488	131	NIBR	cell wall inhibitors; caspofungin:33
ACK1	33	3.77659160178518	131	NIBR	cell wall inhibitors; caspofungin:33
WSC2	33	3.727165	131	NIBR	cell wall inhibitors; caspofungin:33
BEM3	33	3.72338757336695	131	NIBR	cell wall inhibitors; caspofungin:33
KAR9	33	3.669452	131	NIBR	cell wall inhibitors; caspofungin:33
YJR142W	33	3.552448	131	NIBR	cell wall inhibitors; caspofungin:33
SBE2	33	3.543863	131	NIBR	cell wall inhibitors; caspofungin:33
RHO1	33	3.54209	131	NIBR	cell wall inhibitors; caspofungin:33
VOA1	33	3.524678	131	NIBR	cell wall inhibitors; caspofungin:33
RGL1	33	3.349836	131	NIBR	cell wall inhibitors; caspofungin:33
PPM1	33	3.249779	131	NIBR	cell wall inhibitors; caspofungin:33
SNC2	33	3.235741	131	NIBR	cell wall inhibitors; caspofungin:33
CHS5	33	3.15120695538922	131	NIBR	cell wall inhibitors; caspofungin:33
SVL3	33	3.08902	131	NIBR	cell wall inhibitors; caspofungin:33
YIM1	33	3.08673	131	NIBR	cell wall inhibitors; caspofungin:33
ZDS1	33	3.085564	131	NIBR	cell wall inhibitors; caspofungin:33
AHK1	33	3.05139806201443	131	NIBR	cell wall inhibitors; caspofungin:33
ROM2	33	3.044527	131	NIBR	cell wall inhibitors; caspofungin:33
ATG3	33	3.02032296154028	131	NIBR	cell wall inhibitors; caspofungin:33
KRE2	33	2.957122	131	NIBR	cell wall inhibitors; caspofungin:33
JEM1	33	2.93098	131	NIBR	cell wall inhibitors; caspofungin:33
PXP2	33	2.916707	131	NIBR	cell wall inhibitors; caspofungin:33
JNM1	33	2.915426	131	NIBR	cell wall inhibitors; caspofungin:33
NUP188	33	2.890251	131	NIBR	cell wall inhibitors; caspofungin:33
CWH41	33	2.8726471770947	131	NIBR	cell wall inhibitors; caspofungin:33
DAL82	33	2.84730863141466	131	NIBR	cell wall inhibitors; caspofungin:33
SOP4	33	2.834369	131	NIBR	cell wall inhibitors; caspofungin:33
BUD14	33	2.81607787047925	131	NIBR	cell wall inhibitors; caspofungin:33
CUE1	33	2.77294657266158	131	NIBR	cell wall inhibitors; caspofungin:33
GPM2	33	2.769475	131	NIBR	cell wall inhibitors; caspofungin:33
LDB16	33	2.76245	131	NIBR	cell wall inhibitors; caspofungin:33
MET32	33	2.760692	131	NIBR	cell wall inhibitors; caspofungin:33
BUD6	33	2.72743780945913	131	NIBR	cell wall inhibitors; caspofungin:33
SWC5	33	2.6192	131	NIBR	cell wall inhibitors; caspofungin:33
SUP45	33	2.57814	131	NIBR	cell wall inhibitors; caspofungin:33
RXT3	33	2.553855	131	NIBR	cell wall inhibitors; caspofungin:33
SPA2	33	2.505326	131	NIBR	cell wall inhibitors; caspofungin:33
