GOID	term	gene	geneSetSize
GO:0033499	GALACTOSE CATABOLIC PROCESS VIA UDP-GALACTOSE	GAL1|GAL10|GAL7|YHR210C|YNR071C	5
GO:0007534	GENE CONVERSION AT MATING-TYPE LOCUS	EXO1|HO|RAD27|SAE2|SGS1	5
GO:0006751	GLUTATHIONE CATABOLIC PROCESS	DUG1|DUG2|DUG3|ECM38|GCG1	5
GO:0048211	GOLGI VESICLE DOCKING	COY1|GTA1|SEC18|USO1|YPT1	5
GO:0036205	HISTONE CATABOLIC PROCESS	HEL1|HEL2|PEP5|SNT2|WSS1	5
GO:0007007	INNER MITOCHONDRIAL MEMBRANE ORGANIZATION	AIM24|MBA1|PHB1|SHE9|TAZ1	5
GO:0048017	INOSITOL LIPID-MEDIATED SIGNALING	GPA1|IRS4|SFK1|TAX4|VPS15	5
GO:0006020	INOSITOL METABOLIC PROCESS	INM1|INM2|IRE1|OPI10|VIP1	5
GO:0032958	INOSITOL PHOSPHATE BIOSYNTHETIC PROCESS	ARG82|IPK1|KCS1|PLC1|VIP1	5
GO:0006673	INOSITOL PHOSPHOCERAMIDE METABOLIC PROCESS	AUR1|IPT1|KEI1|SCS7|TLG2	5
GO:0036498	IRE1-MEDIATED UNFOLDED PROTEIN RESPONSE	IRE1|MID2|SLT2|SPT20|TRL1	5
GO:0006102	ISOCITRATE METABOLIC PROCESS	IDH1|IDH2|IDP1|IDP2|IDP3	5
GO:0009097	ISOLEUCINE BIOSYNTHETIC PROCESS	CHA1|ILV1|ILV2|ILV5|MMF1	5
GO:0008299	ISOPRENOID BIOSYNTHETIC PROCESS	BTS1|COQ1|ERG20|HMG1|HMG2	5
GO:0019509	L-METHIONINE SALVAGE FROM METHYLTHIOADENOSINE	ADI1|MDE1|MEU1|MRI1|UTR4	5
GO:0019915	LIPID STORAGE	DGA1|LRO1|SCS3|YFT2|YPR147C	5
GO:0015693	MAGNESIUM ION TRANSPORT	ALR1|ALR2|MFM1|MME1|MRS2	5
GO:0051457	MAINTENANCE OF PROTEIN LOCATION IN NUCLEUS	FAR1|GZF3|PTP2|SDS22|WTM1	5
GO:0051307	MEIOTIC CHROMOSOME SEPARATION	ESP1|SMC2|SMC4|YCG1|YCS4	5
GO:0007020	MICROTUBULE NUCLEATION	IRC15|SPC72|SPC97|SPC98|TUB4	5
GO:0007018	MICROTUBULE-BASED MOVEMENT	DYN1|KIP2|KIP3|PAC11|SMY1	5
GO:0007017	MICROTUBULE-BASED PROCESS	BER1|CRN1|PAC10|RHO2|VIK1	5
GO:0034553	MITOCHONDRIAL RESPIRATORY CHAIN COMPLEX II ASSEMBLY	SDH5|SDH6|SDH7|SDH8|TCM62	5
GO:0097745	MITOCHONDRIAL TRNA 5'-END PROCESSING	GEP5|PET130|RPM2|RRG1|RRG8	5
GO:1990456	MITOCHONDRION-ENDOPLASMIC RETICULUM MEMBRANE TETHERING	GEM1|MDM10|MDM12|MDM34|MMM1	5
GO:0000423	MITOPHAGY	ATG13|ATG36|GET1|GET2|PEP1	5
GO:0044774	MITOTIC DNA INTEGRITY CHECKPOINT	BUB3|IPL1|MAD1|MAD2|MAD3	5
GO:1902975	MITOTIC DNA REPLICATION INITIATION	MCM2|MCM3|MCM4|POL1|PSF3	5
GO:0031571	MITOTIC G1 DNA DAMAGE CHECKPOINT	BRE1|DDC1|DOT1|RAD6|RAD9	5
GO:0019941	MODIFICATION-DEPENDENT PROTEIN CATABOLIC PROCESS	RPL40A|RPL40B|RPS31|RUB1|UBI4	5
GO:0016071	MRNA METABOLIC PROCESS	AEP3|MIP6|NCA2|PES4|SGN1	5
GO:0048255	MRNA STABILIZATION	ATP25|CBT1|HEK2|IGO1|MGA2	5
GO:0017196	N-TERMINAL PEPTIDYL-METHIONINE ACETYLATION	MAK3|MDM20|NAT1|NAT2|NAT3	5
GO:0043629	NCRNA POLYADENYLATION	AIR1|AIR2|MTR4|PAP2|TRF5	5
GO:0098781	NCRNA TRANSCRIPTION	CBF1|HST3|HST4|PIF1|RRM3	5
GO:0043066	NEGATIVE REGULATION OF APOPTOTIC PROCESS	BMH1|BMH2|FYV10|SNO1|STM1	5
GO:0031936	NEGATIVE REGULATION OF CHROMATIN SILENCING	ADR1|HHO1|RAP1|TBF1|YTA7	5
GO:0045719	NEGATIVE REGULATION OF GLYCOGEN BIOSYNTHETIC PROCESS	PCL10|PCL8|PHO85|PSK1|PSK2	5
GO:0045835	NEGATIVE REGULATION OF MEIOTIC NUCLEAR DIVISION	HOS2|RME1|SET3|SIF2|SNF3	5
GO:0035024	NEGATIVE REGULATION OF RHO PROTEIN SIGNAL TRANSDUCTION	BAG7|BEM2|BEM3|LRG1|SAC7	5
GO:0031030	NEGATIVE REGULATION OF SEPTATION INITIATION SIGNALING	BUB2|DMA1|DMA2|NET1|TOF2	5
GO:0090155	NEGATIVE REGULATION OF SPHINGOLIPID BIOSYNTHETIC PROCESS	LDB16|ORM1|ORM2|SEI1|YPK1	5
GO:0051974	NEGATIVE REGULATION OF TELOMERASE ACTIVITY	CDC13|CDC48|NPL4|UFD1|UFD4	5
GO:0016480	NEGATIVE REGULATION OF TRANSCRIPTION BY RNA POLYMERASE III	HIR1|HIR2|KNS1|MAF1|NCB2	5
GO:1904667	NEGATIVE REGULATION OF UBIQUITIN PROTEIN LIGASE ACTIVITY	ACM1|BMH1|BMH2|MND2|TYC1	5
GO:0071031	NUCLEAR MRNA SURVEILLANCE OF MRNA 3'-END PROCESSING	AIR1|AIR2|MPP6|MTR4|PAP2	5
GO:0071036	NUCLEAR POLYADENYLATION-DEPENDENT SNORNA CATABOLIC PROCESS	AIR1|AIR2|PAP2|RRP6|TRF5	5
GO:0071037	NUCLEAR POLYADENYLATION-DEPENDENT SNRNA CATABOLIC PROCESS	AIR1|AIR2|PAP2|RRP6|TRF5	5
GO:0071630	NUCLEAR PROTEIN QUALITY CONTROL BY THE UBIQUITIN-PROTEASOME SYSTEM	CDC48|SAN1|SIS1|STS1|VMS1	5
GO:0070966	NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, NO-GO DECAY	CUE2|DOM34|HBS1|YCL001W-A|YCL001W-B	5
GO:0006139	NUCLEOBASE-CONTAINING COMPOUND METABOLIC PROCESS	MIS1|SRL1|SRL2|SRL3|URA6	5
GO:0000161	OSMOSENSORY SIGNALING MAPK CASCADE	CDC37|SSK2|SSK22|STE11|STE50	5
GO:0007231	OSMOSENSORY SIGNALING PATHWAY	HOG1|OPY2|PBS2|RCK2|SHO1	5
GO:0006098	PENTOSE-PHOSPHATE SHUNT	GND1|GND2|NQM1|RKI1|RPE1|SOL1|SOL2|SOL3|SOL4|TAL1|TKL1|TKL2|ZWF1	5
GO:0071432	PEPTIDE MATING PHEROMONE MATURATION INVOLVED IN POSITIVE REGULATION OF CONJUGATION WITH CELLULAR FUSION	AXL1|RCE1|STE23|STE24|YPS1	5
GO:0018027	PEPTIDYL-LYSINE DIMETHYLATION	EFM2|EFM4|NNT1|RKM1|SET1	5
GO:0045033	PEROXISOME INHERITANCE	INP1|INP2|MYO2|PEX19|PEX3	5
GO:0046488	PHOSPHATIDYLINOSITOL METABOLIC PROCESS	CDS1|CSR1|PLB3|SEC14|SFH5	5
GO:0032786	POSITIVE REGULATION OF DNA-TEMPLATED TRANSCRIPTION, ELONGATION	BUR2|CTK1|CTK2|CTK3|MTF1	5
GO:0032079	POSITIVE REGULATION OF ENDODEOXYRIBONUCLEASE ACTIVITY	RAD54|SAW1|SRS2|SSC1|VTS1	5
GO:0090338	POSITIVE REGULATION OF FORMIN-NUCLEATED ACTIN CABLE ASSEMBLY	BUD6|GIC2|PFY1|RHO3|RHO4	5
GO:1900182	POSITIVE REGULATION OF PROTEIN LOCALIZATION TO NUCLEUS	CDC48|CDC55|CET1|NPL4|UFD1	5
GO:0001934	POSITIVE REGULATION OF PROTEIN PHOSPHORYLATION	ASC1|ATG11|DPB11|MOB2|STE5	5
GO:0033235	POSITIVE REGULATION OF PROTEIN SUMOYLATION	ESC2|SPO16|SPO22|ZIP1|ZIP2	5
GO:0000435	POSITIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER BY GALACTOSE	GAL3|GAL4|PUL4|SSN2|SSN3	5
GO:0036278	POSITIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO NITROGEN STARVATION	BCY1|GAT1|GCN4|GLN3|MSN2	5
GO:0036003	POSITIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO STRESS	CAD1|HAA1|RLM1|RPN4|TEC1	5
GO:0060261	POSITIVE REGULATION OF TRANSCRIPTION INITIATION FROM RNA POLYMERASE II PROMOTER	DCP2|GCN4|SPT16|SUB1|XRN1	5
GO:0032527	PROTEIN EXIT FROM ENDOPLASMIC RETICULUM	PEX19|PMT1|PMT2|SEC13|TLG2	5
GO:0018344	PROTEIN GERANYLGERANYLATION	BET2|BET4|CDC43|MRS6|RAM2	5
GO:0016562	PROTEIN IMPORT INTO PEROXISOME MATRIX, RECEPTOR RECYCLING	PEX1|PEX15|PEX22|PEX4|PEX6	5
GO:0009249	PROTEIN LIPOYLATION	AIM22|GCV3|LIP2|LIP5|SAT4	5
GO:0034067	PROTEIN LOCALIZATION TO GOLGI APPARATUS	ARL1|ARL3|IRE1|SYS1|SYT1	5
GO:0034503	PROTEIN LOCALIZATION TO NUCLEOLAR RDNA REPEATS	CSM1|FOB1|LRS4|RPD3|TOF2	5
GO:0015847	PUTRESCINE TRANSPORT	DUR3|PTK2|SAM3|TPO1|UGA4	5
GO:0008615	PYRIDOXINE BIOSYNTHETIC PROCESS	RKI1|SNO1|SNZ1|SNZ2|SNZ3	5
GO:0010506	REGULATION OF AUTOPHAGY	GTR1|GTR2|IML1|KOG1|PPM1	5
GO:0003400	REGULATION OF COPII VESICLE COATING	PEF1|SAR1|SEC12|SEC23|SED4	5
GO:2001173	REGULATION OF HISTONE H2B CONSERVED C-TERMINAL LYSINE UBIQUITINATION	CDC73|CTR9|LEO1|PAF1|RTF1	5
GO:0007346	REGULATION OF MITOTIC CELL CYCLE	CKS1|GLC7|MET32|SIS2|SMI1	5
GO:0043488	REGULATION OF MRNA STABILITY	NAB2|PHO92|PUB1|RMD9|VTS1	5
GO:0006808	REGULATION OF NITROGEN UTILIZATION	MKS1|NPR1|RSP5|URE2|VID30	5
GO:0080090	REGULATION OF PRIMARY METABOLIC PROCESS	CRP1|GAL83|MDG1|SIP1|SIP2	5
GO:2001159	REGULATION OF PROTEIN LOCALIZATION BY THE CVT PATHWAY	GLN3|HRR25|PHO23|SFL1|VPS34	5
GO:0031647	REGULATION OF PROTEIN STABILITY	PCL5|PCL7|PHO85|PIB1|UBP15	5
GO:0030162	REGULATION OF PROTEOLYSIS	MRPL35|PBI2|RUB1|TFS1|YLR179C	5
GO:0010520	REGULATION OF RECIPROCAL MEIOTIC RECOMBINATION	CSM4|MMS4|NDJ1|SGS1|SPO16	5
GO:2001020	REGULATION OF RESPONSE TO DNA DAMAGE STIMULUS	CYC8|TUP1|UBP10|UBP12|YMR027W	5
GO:0006356	REGULATION OF TRANSCRIPTION BY RNA POLYMERASE I	CKA1|CKA2|CKB1|CKB2|HMO1	5
GO:0043111	REPLICATION FORK ARREST	CSM3|MSH2|MSH3|MSH6|TOF1	5
GO:0010447	RESPONSE TO ACIDIC PH	BCK1|MID2|RGD1|SLT2|SPI1	5
GO:0046688	RESPONSE TO COPPER ION	CUP1-1|CUP1-2|CUP2|FET3|YCR102C	5
GO:0042542	RESPONSE TO HYDROGEN PEROXIDE	CTA1|CTT1|GSH1|HSP42|ZWF1	5
GO:0010038	RESPONSE TO METAL ION	AHP1|CRS5|GET3|VMR1|YCF1	5
GO:0042255	RIBOSOME ASSEMBLY	FUN12|MRPL22|PNO1|RPS26A|RPS26B	5
GO:0006396	RNA PROCESSING	CLP1|GRC3|MRPL3|RNT1|RPM2	5
GO:0008380	RNA SPLICING	CCM1|SLU7|UBP8|YJU2|YSH1	5
GO:0070475	RRNA BASE METHYLATION	BMT5|BMT6|EMG1|NOP2|RCM1	5
GO:0015848	SPERMIDINE TRANSPORT	DUR3|PTK2|SAM3|TPO1|TPO4	5
GO:0051225	SPINDLE ASSEMBLY	BIM1|MPS1|SFI1|SPC97|SPC98	5
GO:0000244	SPLICEOSOMAL TRI-SNRNP COMPLEX ASSEMBLY	AAR2|PRP24|PRP6|PRP8|SNU114	5
GO:0120174	STRESS-INDUCED HOMEOSTATICALLY REGULATED PROTEIN DEGRADATION PATHWAY	CDC48|NMA111|RAD6|ROQ1|UBR1	5
GO:0008272	SULFATE TRANSPORT	DIC1|OAC1|SOA1|SUL1|SUL2	5
GO:0000096	SULFUR AMINO ACID METABOLIC PROCESS	MET14|MET2|MET3|MET4|MHT1	5
GO:0006790	SULFUR COMPOUND METABOLIC PROCESS	IRC7|STR2|YHR112C|YLL058W|YML082W	5
GO:0010833	TELOMERE MAINTENANCE VIA TELOMERE LENGTHENING	RAP1|RFA1|RFA2|RFA3|TBF1	5
GO:0035999	TETRAHYDROFOLATE INTERCONVERSION	ADE3|FAU1|MET12|MET13|MIS1	5
GO:0009088	THREONINE BIOSYNTHETIC PROCESS	HOM2|HOM3|HOM6|THR1|THR4	5
GO:0001113	TRANSCRIPTION OPEN COMPLEX FORMATION AT RNA POLYMERASE II PROMOTER	ROX3|SRB5|SSL2|SUA7|TFA1	5
GO:0010992	UBIQUITIN RECYCLING	DOA1|DOA4|RFU1|UBP2|YUH1	5
GO:0070072	VACUOLAR PROTON-TRANSPORTING V-TYPE ATPASE COMPLEX ASSEMBLY	PFK2|PKR1|VMA21|VMA22|VPH2	5
GO:0006458	'DE NOVO' PROTEIN FOLDING	HSC82|HSP60|HSP82|MDJ1|ROT1|YDJ1	6
GO:0032147	ACTIVATION OF PROTEIN KINASE ACTIVITY	ATG13|ATG17|CLA4|DDC1|SKM1|STE20	6
GO:0000256	ALLANTOIN CATABOLIC PROCESS	DAL2|DAL3|DAL4|DAL7|DAL82|DUR1,2	6
GO:0000947	AMINO ACID CATABOLIC PROCESS TO ALCOHOL VIA EHRLICH PATHWAY	ADH1|ADH2|ADH3|ADH4|ADH5|SFA1	6
GO:0034314	ARP2/3 COMPLEX-MEDIATED ACTIN NUCLEATION	ARC15|ARC18|ARC35|ARC40|ARP2|ARP3	6
GO:0031321	ASCOSPORE-TYPE PROSPORE ASSEMBLY	MSS4|SEC4|SPO14|SPO20|SSO1|SSO2	6
GO:0006530	ASPARAGINE CATABOLIC PROCESS	ASP1|ASP3-1|ASP3-2|ASP3-3|ASP3-4|XBP1	6
GO:0051315	ATTACHMENT OF MITOTIC SPINDLE MICROTUBULES TO KINETOCHORE	CSM1|IRC15|MAD1|MIF2|NDC80|NUF2	6
GO:0009102	BIOTIN BIOSYNTHETIC PROCESS	BIO2|BIO3|BIO4|BIO5|ISA1|ISA2	6
GO:0009082	BRANCHED-CHAIN AMINO ACID BIOSYNTHETIC PROCESS	BAT1|BAT2|ILV2|ILV3|ILV5|ILV6	6
GO:0006501	C-TERMINAL PROTEIN LIPIDATION	ATG12|ATG16|ATG3|ATG4|ATG5|ATG7	6
GO:0006816	CALCIUM ION TRANSPORT	CCH1|ECM7|MID1|PMC1|PMR1|VCX1	6
GO:0019722	CALCIUM-MEDIATED SIGNALING	BXI1|DPL1|LCB3|LCB4|LCB5|RCN1	6
GO:0006812	CATION TRANSPORT	ALR1|ALR2|ECM27|HOL1|PMP3|YDL206W	6
GO:0007114	CELL BUDDING	CMD1|TAO3|TGL3|TGL4|UBA4|URM1	6
GO:0044262	CELLULAR CARBOHYDRATE METABOLIC PROCESS	ARA1|GPP2|MAL13|RPE1|TPS1|YMR099C	6
GO:0006875	CELLULAR METAL ION HOMEOSTASIS	FRE8|MDM38|PCA1|PHO80|YLH47|YLR126C	6
GO:0034198	CELLULAR RESPONSE TO AMINO ACID STARVATION	IML1|NPR2|NPR3|SEA4|SEH1|TMT1	6
GO:0071230	CELLULAR RESPONSE TO AMINO ACID STIMULUS	ASI1|ASI2|ASI3|GTR1|GTR2|KOG1	6
GO:0071470	CELLULAR RESPONSE TO OSMOTIC STRESS	CDC14|CKA2|GRE3|HSP12|HSP30|ROX1	6
GO:0016036	CELLULAR RESPONSE TO PHOSPHATE STARVATION	ERD1|NPP1|PHM8|PHO4|PHO5|SYG1	6
GO:0061077	CHAPERONE-MEDIATED PROTEIN FOLDING	FPR1|HGH1|HSP31|HSP32|HSP33|TSA1	6
GO:0090110	COPII-COATED VESICLE CARGO LOADING	NEL1|SEC23|SEC24|SEC31|SFB2|SFB3	6
GO:0030866	CORTICAL ACTIN CYTOSKELETON ORGANIZATION	CHC1|FMP45|SCD5|SUR7|SWF1|YNL194C	6
GO:0070940	DEPHOSPHORYLATION OF RNA POLYMERASE II C-TERMINAL DOMAIN	FCP1|GLC7|RTR1|RTR2|SSU72|TFG1	6
GO:0046352	DISACCHARIDE CATABOLIC PROCESS	IMA1|IMA2|IMA3|IMA4|IMA5|MAL11	6
GO:0006336	DNA REPLICATION-INDEPENDENT NUCLEOSOME ASSEMBLY	ASF1|HIR1|HIR2|HIR3|HPC2|RTT106	6
GO:0007535	DONOR SELECTION	CKA1|CKA2|FDO1|FKH1|MPH1|YKU80	6
GO:0090158	ENDOPLASMIC RETICULUM MEMBRANE ORGANIZATION	IST2|SCS2|SCS22|TCB1|TCB2|TCB3	6
GO:0032509	ENDOSOME TRANSPORT VIA MULTIVESICULAR BODY SORTING PATHWAY	DID2|DID4|MVB12|SNA2|SNA3|VPS24	6
GO:0043928	EXONUCLEOLYTIC CATABOLISM OF DEADENYLATED MRNA	POP2|RRP4|RRP40|RRP42|RRP43|RRP45	6
GO:0009396	FOLIC ACID-CONTAINING COMPOUND BIOSYNTHETIC PROCESS	FAU1|FOL2|FOL3|MET7|MTD1|RMA1	6
GO:0010994	FREE UBIQUITIN CHAIN POLYMERIZATION	HUL5|MMS2|RAD5|RSP5|UBC13|UFD4	6
GO:0006002	FRUCTOSE 6-PHOSPHATE METABOLIC PROCESS	FBP1|GFA1|PFK1|PFK2|YMR084W|YMR085W	6
GO:0006012	GALACTOSE METABOLIC PROCESS	GAL1|GAL2|GAL3|GAL4|GAL80|RBS1	6
GO:0046475	GLYCEROPHOSPHOLIPID CATABOLIC PROCESS	GDE1|PGC1|PLB1|PLB2|PLB3|SPO1	6
GO:0070868	HETEROCHROMATIN ORGANIZATION INVOLVED IN CHROMATIN SILENCING	DPB2|DPB3|DPB4|GIC1|POL2|SGF29	6
GO:0034729	HISTONE H3-K79 METHYLATION	DOT1|HHF1|HHF2|SUS1|SWD2|UBP8	6
GO:0043967	HISTONE H4 ACETYLATION	ARP4|ARP7|EAF3|HAT1|NGG1|SWC4	6
GO:0009098	LEUCINE BIOSYNTHETIC PROCESS	BAT1|BAT2|LEU1|LEU2|LEU4|LEU9	6
GO:1990145	MAINTENANCE OF TRANSLATIONAL FIDELITY	EFB1|EFT1|EFT2|RPL2A|RPL3|SUI1	6
GO:0006828	MANGANESE ION TRANSPORT	CCC1|HIP1|PHO84|PMR1|SMF1|SMF2	6
GO:0061024	MEMBRANE ORGANIZATION	MIC10|PER33|POM33|SAR1|SEY1|YGR026W	6
GO:0007091	METAPHASE/ANAPHASE TRANSITION OF MITOTIC CELL CYCLE	ACL4|APC1|APC2|CDC16|CDC23|CDC27	6
GO:0008053	MITOCHONDRIAL FUSION	AFG3|FZO1|MDM30|MGM1|UGO1|YTA12	6
GO:0033108	MITOCHONDRIAL RESPIRATORY CHAIN COMPLEX ASSEMBLY	CMC2|COA4|COX23|IMP2|MDM35|SOM1	6
GO:0090307	MITOTIC SPINDLE ASSEMBLY	CDC28|CIN8|KIP1|KIP3|STU1|TUB2	6
GO:0051455	MONOPOLAR SPINDLE ATTACHMENT TO MEIOSIS I KINETOCHORE	CSM1|DSN1|HRR25|LRS4|MAM1|MIF2	6
GO:0000395	MRNA 5'-SPLICE SITE RECOGNITION	PRP28|PRP39|PRP42|PRP8|PRP9|YHC1	6
GO:0061157	MRNA DESTABILIZATION	ASC1|HEL2|PHO92|WHI3|WHI4|XRN1	6
GO:1990481	MRNA PSEUDOURIDINE SYNTHESIS	CBF5|DEG1|PUS1|PUS2|PUS4|PUS7	6
GO:0009435	NAD BIOSYNTHETIC PROCESS	BNA6|BNA7|NMA1|NMA2|NRK1|QNS1	6
GO:0043433	NEGATIVE REGULATION OF DNA-BINDING TRANSCRIPTION FACTOR ACTIVITY	GAL80|KSS1|PCL5|PHO85|REG1|RPT6	6
GO:0046580	NEGATIVE REGULATION OF RAS PROTEIN SIGNAL TRANSDUCTION	AVO1|BCY1|GPB1|GPB2|IRA1|IRA2	6
GO:0045892	NEGATIVE REGULATION OF TRANSCRIPTION, DNA-TEMPLATED	CDC28|EAF3|ESA1|MOT1|SAS2|SAS3	6
GO:0001080	NITROGEN CATABOLITE ACTIVATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER	DAL81|DAL82|GAT1|GCN4|GLN3|UGA3	6
GO:0006807	NITROGEN COMPOUND METABOLIC PROCESS	CPA1|CPA2|CPS1|DCG1|GDH2|URA2	6
GO:0000280	NUCLEAR DIVISION	DBF2|EBP2|MER1|SCP160|TUB1|TUB3	6
GO:0007097	NUCLEAR MIGRATION	ARP1|DYN1|JNM1|PAC1|SLK19|TOP1	6
GO:0000743	NUCLEAR MIGRATION INVOLVED IN CONJUGATION WITH CELLULAR FUSION	BIK1|CIK1|GPA1|KAR3|MPS3|NIP100	6
GO:0051292	NUCLEAR PORE COMPLEX ASSEMBLY	DYN2|KAP95|NUP157|NUP170|RTN1|YOP1	6
GO:0071033	NUCLEAR RETENTION OF PRE-MRNA AT THE SITE OF TRANSCRIPTION	LRP1|RRP6|SAC3|SUS1|THP1|YJR084W	6
GO:0006490	OLIGOSACCHARIDE-LIPID INTERMEDIATE BIOSYNTHETIC PROCESS	ALG1|ALG11|ALG2|ALG3|ALG6|ALG8	6
GO:0007232	OSMOSENSORY SIGNALING PATHWAY VIA SHO1 OSMOSENSOR	AHK1|HKR1|MSB2|STE11|STE20|STE50	6
GO:0033962	P-BODY ASSEMBLY	DHH1|EDC3|LSM3|LSM4|PAT1|SCD6	6
GO:0043171	PEPTIDE CATABOLIC PROCESS	AAP1|APE2|BAR1|RPT2|STE23|TMA108	6
GO:0018230	PEPTIDYL-L-CYSTEINE S-PALMITOYLATION	ERF2|PFA3|PFA4|PFA5|SHR5|SWF1	6
GO:0000425	PEXOPHAGY	ATG15|PEP1|PEP4|PRB1|VAC8|VMA2	6
GO:0006796	PHOSPHATE-CONTAINING COMPOUND METABOLIC PROCESS	IPP1|PHO11|PHO3|PHO5|PHO81|PPA2	6
GO:0006646	PHOSPHATIDYLETHANOLAMINE BIOSYNTHETIC PROCESS	CKI1|ECT1|EKI1|EPT1|PSD1|PSD2	6
GO:0031536	POSITIVE REGULATION OF EXIT FROM MITOSIS	ESP1|LTE1|NUD1|SLK19|SPO12|TEM1	6
GO:1903501	POSITIVE REGULATION OF MITOTIC ACTOMYOSIN CONTRACTILE RING ASSEMBLY	CDC14|GLC7|REF2|RHO1|ROM2|TUS1	6
GO:0045732	POSITIVE REGULATION OF PROTEIN CATABOLIC PROCESS	AMA1|MAC1|RPT1|RPT2|RSP5|TOM1	6
GO:0045860	POSITIVE REGULATION OF PROTEIN KINASE ACTIVITY	CDC11|CDC12|DBF4|RPP1A|RPP1B|RPP2B	6
GO:0071902	POSITIVE REGULATION OF PROTEIN SERINE/THREONINE KINASE ACTIVITY	DBF4|KOG1|PKH1|PKH2|POR1|POR2	6
GO:0007329	POSITIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER BY PHEROMONES	KAR4|PCC1|PLP1|PLP2|STE12|SUB1	6
GO:0071931	POSITIVE REGULATION OF TRANSCRIPTION INVOLVED IN G1/S TRANSITION OF MITOTIC CELL CYCLE	MBP1|RME1|SPT6|SWI4|SWI6|YAR1	6
GO:0006813	POTASSIUM ION TRANSPORT	ENA1|ENA2|MDM38|MRX19|VNX1|YLH47	6
GO:0000338	PROTEIN DENEDDYLATION	CSI1|CSN9|PCI8|RPN5|RRI1|RRI2	6
GO:0016560	PROTEIN IMPORT INTO PEROXISOME MATRIX, DOCKING	PEX13|PEX14|PEX17|PEX5|PEX7|PEX9	6
GO:0045048	PROTEIN INSERTION INTO ER MEMBRANE	BFR1|GET1|GET2|GET3|GET4|MDY2	6
GO:0010737	PROTEIN KINASE A SIGNALING	GPA2|SOK1|TPK1|TPK2|TPK3|YAK1	6
GO:0036010	PROTEIN LOCALIZATION TO ENDOSOME	BRO1|MUK1|SNX4|VPS21|VPS9|YPT52	6
GO:0051604	PROTEIN MATURATION	CSF1|HSP60|HSP82|PSG1|SND3|YME1	6
GO:0018279	PROTEIN N-LINKED GLYCOSYLATION VIA ASPARAGINE	KRE5|OST1|OST3|OST6|STT3|WBP1	6
GO:0045116	PROTEIN NEDDYLATION	DCN1|RUB1|SKP1|UBA3|UBC12|ULA1	6
GO:0006627	PROTEIN PROCESSING INVOLVED IN PROTEIN TARGETING TO MITOCHONDRION	COR1|IMP1|IMP2|MAS1|MAS2|OCT1	6
GO:0051603	PROTEOLYSIS INVOLVED IN CELLULAR PROTEIN CATABOLIC PROCESS	CPS1|CYM1|MDM30|PEP4|STE23|YPF1	6
GO:0008655	PYRIMIDINE-CONTAINING COMPOUND SALVAGE	CDD1|DAS2|FCY1|FUR1|URH1|URK1	6
GO:0033215	REDUCTIVE IRON ASSIMILATION	AIM14|FET3|FET5|FRE7|FRE8|GMC1	6
GO:1900101	REGULATION OF ENDOPLASMIC RETICULUM UNFOLDED PROTEIN RESPONSE	PMT1|PMT2|PMT4|SKN7|YAP1|YPT1	6
GO:0017157	REGULATION OF EXOCYTOSIS	GYL1|SEC4|SFH5|SRO7|SRO77|SWF1	6
GO:0090337	REGULATION OF FORMIN-NUCLEATED ACTIN CABLE ASSEMBLY	BUD14|DMA1|DMA2|KEL1|KEL2|RHO4	6
GO:0051453	REGULATION OF INTRACELLULAR PH	NHX1|PFK1|PFK2|PMA1|PMA2|YHC3	6
GO:0046822	REGULATION OF NUCLEOCYTOPLASMIC TRANSPORT	GSP1|KAP95|NUP145|NUP192|PHO85|SGF73	6
GO:2000220	REGULATION OF PSEUDOHYPHAL GROWTH	KAP123|KSP1|MKS1|SAK1|STE12|UBA4	6
GO:0035542	REGULATION OF SNARE COMPLEX ASSEMBLY	PEP3|PEP5|VAM6|VPS16|VPS33|VPS41	6
GO:0010525	REGULATION OF TRANSPOSITION, RNA-MEDIATED	RAD3|SSL2|STE11|STE4|STE5|STE7	6
GO:0048478	REPLICATION FORK PROTECTION	CCR4|CHK1|CSM3|DUN1|MRC1|TOF1	6
GO:0042594	RESPONSE TO STARVATION	ATG1|COM2|GID10|MSN2|MSN4|RVS161	6
GO:0000301	RETROGRADE TRANSPORT, VESICLE RECYCLING WITHIN GOLGI	COG1|COG2|COG3|COG4|DOP1|YPT6	6
GO:0009231	RIBOFLAVIN BIOSYNTHETIC PROCESS	RIB1|RIB2|RIB3|RIB4|RIB5|RIB7	6
GO:0032790	RIBOSOME DISASSEMBLY	DOM34|HBS1|MEF2|RLI1|YCL001W-A|YCL001W-B	6
GO:0016070	RNA METABOLIC PROCESS	LSM1|LSM12|LSM8|MAK31|MRH4|RTC3	6
GO:0070898	RNA POLYMERASE III PREINITIATION COMPLEX ASSEMBLY	BDP1|BRF1|NHP6A|NHP6B|SPT15|SUB1	6
GO:0031167	RRNA METHYLATION	DIM1|MRM2|NOP1|RRP8|SPB1|YMR265C	6
